user,item,rate
0,282,5
0,283,5
0,284,5
0,285,5
0,286,3
0,287,5
0,288,5
0,289,5
0,290,4
0,291,5
0,292,4
0,293,5
0,294,4
0,295,5
0,296,5
0,297,4
0,298,5
0,299,3
0,300,3
0,301,4
0,302,5
0,303,1
0,304,5
0,305,1
0,306,5
0,307,5
0,308,5
0,309,5
0,310,4
0,311,5
0,312,5
0,313,4
0,314,4
0,315,5
0,316,3
0,317,5
0,318,4
0,319,5
0,320,1
0,321,5
0,322,5
0,323,5
0,324,5
0,325,4
0,326,5
0,327,5
0,328,4
0,329,5
0,330,5
0,331,4
0,332,4
0,333,5
0,334,4
0,335,4
0,336,5
0,337,5
0,338,5
0,339,4
0,340,5
0,341,5
0,342,5
0,343,4
0,344,5
0,345,5
0,346,5
0,347,5
0,348,4
0,349,1
0,350,5
0,351,5
0,352,5
0,353,4
0,354,5
0,355,4
0,356,5
0,357,1
0,358,5
0,359,5
0,360,5
0,361,5
0,362,5
0,363,5
0,364,4
0,365,5
0,366,5
0,367,5
0,368,5
0,369,5
0,370,5
0,357,2
0,371,4
0,372,5
0,373,5
0,374,5
0,375,5
0,376,5
0,377,5
0,378,4
0,379,5
0,380,5
0,381,5
0,382,4
0,383,4
0,384,4
0,385,4
0,386,5
0,387,5
0,388,4
0,389,4
0,390,5
0,391,5
0,392,5
0,393,5
0,394,4
0,395,5
0,396,5
0,397,4
0,398,5
0,399,5
0,400,5
0,401,5
0,402,5
0,403,5
0,404,5
0,405,5
0,406,3
0,407,5
0,408,5
0,409,5
0,410,5
0,411,4
0,412,5
0,413,5
0,414,5
0,415,5
0,416,5
0,417,5
0,103,5
0,418,4
0,419,4
0,420,4
0,421,4
0,422,4
0,423,5
0,424,5
0,425,3
0,426,5
0,427,5
0,428,3
0,429,3
0,430,5
0,431,3
0,432,5
0,433,5
0,434,5
0,435,5
0,436,5
0,437,4
0,438,4
0,439,5
0,440,5
0,441,5
0,442,4
0,443,4
0,444,4
0,445,5
0,446,4
0,447,5
0,448,4
0,449,5
0,450,5
0,451,5
0,452,4
0,453,5
0,454,3
0,455,5
0,456,5
0,457,1
0,458,3
0,459,5
0,460,5
1,461,5
1,462,5
1,463,5
1,464,5
1,465,5
1,466,5
1,467,5
1,468,4
1,469,4
1,470,4
1,471,4
1,472,5
2,473,5
2,474,4
2,475,5
2,476,5
2,477,5
2,478,5
2,479,5
2,480,4
2,481,5
2,482,5
2,483,5
2,484,5
2,460,5
3,461,5
3,485,5
3,486,5
3,487,5
3,488,5
3,489,5
3,490,5
3,491,4
3,492,3
3,493,5
3,494,5
3,495,4
3,496,3
3,497,5
3,498,5
3,499,5
3,500,5
3,501,5
3,502,5
3,503,4
3,504,5
3,505,5
3,506,5
3,326,5
3,507,5
3,508,5
3,509,4
3,510,5
3,511,4
3,512,4
3,513,5
3,514,5
3,515,5
3,414,5
3,516,5
3,517,3
3,518,4
3,519,5
3,520,5
3,521,2
3,522,4
3,523,5
3,524,1
3,525,5
3,526,5
3,527,5
3,528,5
3,529,5
3,530,5
3,531,2
3,532,5
3,533,5
3,534,4
3,284,5
3,535,5
3,536,2
3,537,5
3,538,5
3,539,4
3,540,1
3,369,5
3,541,2
3,542,4
3,543,4
3,544,4
3,545,1
3,546,5
3,547,5
3,266,5
3,548,5
3,549,4
3,550,5
3,551,5
3,552,5
3,553,3
3,554,5
3,555,5
3,460,5
3,556,3
3,557,5
3,558,4
3,559,5
3,560,4
3,561,5
3,562,5
3,563,5
3,564,4
3,565,5
3,566,5
3,567,5
3,568,5
3,569,4
3,570,4
3,519,5
3,571,2
4,572,5
4,18,5
4,373,5
4,573,3
4,394,4
4,266,3
4,574,3
4,53,5
4,575,4
4,477,3
4,576,5
4,577,4
4,578,5
4,579,3
4,580,5
4,581,4
4,582,4
4,583,4
4,584,5
5,585,5
5,172,4
5,586,4
5,587,5
5,588,4
5,589,5
5,590,5
5,591,5
5,592,4
5,593,5
5,594,2
5,595,4
5,596,5
5,117,3
5,597,5
5,598,5
5,599,5
5,600,5
5,601,2
5,602,5
5,603,2
5,604,4
5,605,5
5,606,4
5,607,4
5,608,5
5,609,4
5,610,5
5,611,5
5,612,5
5,613,5
5,614,4
5,615,4
5,616,4
5,617,5
5,618,5
5,619,5
5,620,5
5,621,5
5,622,5
5,623,5
5,230,5
5,624,5
5,625,5
5,626,5
5,627,5
5,628,4
5,360,5
5,629,5
5,630,5
5,331,5
5,631,5
5,632,5
5,633,5
5,634,5
5,635,1
5,636,3
5,637,5
5,638,5
5,639,5
5,640,4
5,641,5
5,642,1
5,643,5
5,644,5
5,645,5
5,646,5
5,647,5
5,648,5
5,649,4
5,650,4
5,651,4
5,652,4
6,653,3
6,461,5
6,16,5
6,654,5
6,655,5
6,656,1
6,118,1
6,657,5
6,228,2
6,658,5
6,659,5
6,660,5
6,661,5
6,662,5
6,663,5
6,664,5
6,79,3
6,665,5
6,666,3
6,667,5
6,668,4
6,669,5
6,670,5
6,671,5
6,672,4
6,673,5
6,84,2
6,674,5
6,675,5
6,676,5
6,677,5
6,161,5
6,678,5
6,679,5
6,680,5
6,681,3
6,682,3
6,683,5
6,684,5
6,685,4
6,157,4
6,686,4
6,687,4
6,688,3
6,689,4
6,317,5
6,690,4
6,691,5
6,692,5
7,693,4
7,694,5
7,695,4
7,275,1
7,696,5
7,697,3
7,698,5
7,699,4
7,700,5
7,701,4
7,702,4
7,703,4
7,704,4
7,705,5
7,706,4
7,707,4
7,708,4
7,709,5
7,710,4
7,711,4
7,712,5
7,713,4
7,714,5
7,715,5
7,716,5
7,717,4
7,718,5
7,719,5
7,720,3
7,721,5
7,722,4
7,723,3
7,724,3
7,725,4
7,726,5
7,727,4
7,728,5
7,729,4
7,730,4
7,731,5
7,732,5
7,733,5
7,734,4
7,735,4
7,736,5
7,737,5
7,738,4
7,739,5
7,740,5
7,741,5
7,742,5
7,743,5
7,744,5
7,745,5
7,746,5
7,747,4
7,748,5
7,749,5
7,750,5
7,751,2
7,752,4
7,753,4
7,754,3
7,755,5
7,756,5
7,757,5
7,758,3
7,759,5
7,760,2
7,761,4
7,762,3
7,763,5
7,764,4
7,765,5
7,766,4
7,767,3
7,768,4
7,769,3
8,770,5
8,158,4
8,771,5
8,772,5
8,773,4
8,774,4
8,775,5
8,776,5
8,777,5
8,778,2
8,779,5
8,780,1
8,781,4
8,782,5
8,783,5
8,784,5
8,785,5
8,786,4
8,787,5
8,788,5
8,789,5
8,790,5
8,791,2
8,792,4
8,793,2
8,794,5
8,795,5
8,796,4
8,797,3
8,798,4
8,799,5
8,800,3
8,801,4
8,802,5
8,360,4
8,803,4
8,804,5
8,805,5
8,806,5
8,807,4
8,808,4
8,809,5
8,810,2
8,489,1
8,811,5
8,812,5
8,813,5
8,814,5
8,815,2
8,816,3
8,817,5
8,818,4
8,819,4
8,820,2
8,821,5
8,822,4
8,823,5
8,824,5
8,825,4
8,826,4
8,827,5
8,828,2
8,829,5
8,227,5
8,830,1
8,831,2
8,832,3
8,833,2
8,536,5
8,834,5
8,835,3
8,836,5
8,837,4
8,838,5
8,839,4
8,840,3
8,841,5
8,842,5
8,843,5
8,844,5
8,845,5
8,846,5
8,847,1
8,848,4
8,849,5
8,614,3
8,850,4
8,851,5
8,852,1
8,853,5
8,854,5
8,855,5
8,856,5
8,857,4
8,231,2
8,858,5
8,859,4
8,860,2
8,861,5
8,862,4
8,863,5
8,864,3
8,865,5
8,329,1
8,866,5
8,867,3
8,868,5
8,869,2
8,870,5
8,871,3
8,872,4
8,873,4
8,874,5
8,875,2
8,876,5
8,877,5
8,878,5
8,879,5
8,880,5
8,881,5
8,882,5
8,883,5
8,884,5
8,885,5
8,886,5
8,887,5
8,888,5
8,889,4
8,890,1
8,891,3
8,892,1
8,893,3
8,894,5
8,895,4
8,896,5
8,897,5
8,898,3
8,899,4
8,900,5
8,901,5
8,902,4
8,903,4
8,904,3
8,905,3
8,906,5
8,907,4
8,908,3
8,909,4
8,910,5
8,911,5
8,912,4
8,913,4
8,914,5
8,915,5
8,916,5
8,917,4
8,918,5
8,919,5
8,920,4
8,921,4
8,922,5
8,923,5
8,924,2
8,526,3
8,925,3
8,926,4
8,927,5
8,928,4
8,929,5
8,930,1
8,931,3
8,932,3
8,933,4
8,934,5
8,935,5
8,936,4
8,937,5
8,938,3
8,939,5
8,940,4
8,266,3
8,941,5
8,942,2
8,943,3
8,944,2
8,945,5
8,946,5
9,947,5
9,948,4
9,949,4
9,950,5
9,951,4
9,606,4
9,952,5
9,953,4
9,954,5
9,955,5
9,956,4
9,957,1
9,958,5
9,959,4
9,960,5
9,961,5
9,628,4
9,820,5
9,962,5
9,963,3
9,964,2
9,965,5
9,966,5
9,967,5
9,968,1
9,163,5
9,969,5
9,267,1
9,970,4
9,971,4
9,972,5
9,973,5
9,974,5
9,975,5
9,976,5
9,977,5
9,978,5
9,979,4
9,980,5
9,981,4
9,127,4
9,982,5
9,983,5
9,984,4
9,985,5
9,986,5
9,987,4
9,988,5
9,989,5
9,990,4
9,991,5
9,992,5
9,993,5
9,994,5
9,995,5
9,996,5
9,997,5
9,998,1
9,999,5
9,1000,3
9,1001,5
9,1002,4
9,1003,5
9,1004,4
9,1005,3
9,1006,5
9,1007,5
9,1008,5
9,1009,4
9,1010,5
9,1011,3
9,1012,5
9,1013,5
9,1014,4
9,815,5
9,1015,5
9,1016,5
9,1017,4
9,896,4
9,1018,5
9,1019,5
9,1020,5
9,1021,5
9,1022,5
9,1023,5
9,161,3
9,1024,4
9,1025,2
9,1026,5
9,201,3
9,1027,3
9,1028,5
9,609,5
9,1029,5
9,1030,4
9,1031,3
9,1032,4
9,162,5
9,1033,4
9,1034,5
9,1035,5
9,1036,5
9,1037,5
9,1038,4
9,1039,4
9,1040,5
9,1041,4
9,1042,5
9,1043,5
9,1044,5
9,1045,5
9,1046,4
9,1047,4
9,1048,2
9,1049,4
9,1050,5
9,1051,4
9,1052,5
9,1053,4
9,1054,5
9,1055,4
9,1056,3
9,1057,3
9,1058,5
9,1059,4
9,1060,4
9,1061,4
9,1062,5
9,1063,5
9,1064,5
9,1065,4
9,1066,4
9,400,4
9,1067,5
9,1068,4
9,1069,5
9,1070,4
9,1071,5
9,1072,5
9,1073,5
9,1074,3
9,1075,1
9,1076,5
9,1077,5
9,1078,5
9,1079,4
9,1080,4
9,1081,5
9,1082,4
9,1083,4
9,1084,5
9,1085,4
9,1086,5
9,1087,5
9,1088,4
9,1089,5
9,1090,5
9,1091,4
9,1092,5
9,1093,4
9,1094,5
9,1095,1
9,1096,4
9,1097,5
9,1098,5
9,1099,4
9,1100,5
9,1101,3
9,1102,4
9,1103,5
9,1104,5
9,1105,5
9,1106,4
9,1107,4
9,1108,4
9,361,5
9,1109,5
9,1110,4
9,1111,3
9,1112,5
9,1113,3
9,1114,4
9,1115,5
9,1116,4
9,1117,4
9,1118,5
9,1119,5
9,1120,5
9,1121,5
9,1122,5
9,1123,5
9,1124,4
9,1125,3
9,1126,5
9,1127,5
9,1128,5
9,1129,5
9,1130,5
9,1131,5
9,1132,4
9,1133,5
9,1134,5
9,1135,5
9,1136,5
9,1137,4
9,1138,4
9,1139,5
9,1140,4
9,1141,4
9,1142,5
9,1143,5
9,1144,4
9,1145,4
9,1146,3
9,1147,4
9,1148,4
9,1149,5
9,1150,4
9,1151,5
9,1152,5
9,1153,5
9,1154,5
9,1155,4
9,1156,5
9,1157,5
9,1158,5
9,1159,4
9,1160,5
9,1161,4
9,1162,3
9,1163,5
9,1164,5
9,1165,5
9,544,5
9,1166,5
9,1167,5
9,1168,5
9,1169,5
9,1170,4
9,1171,4
9,1172,4
9,1173,5
9,1174,5
9,1175,4
9,1176,4
9,1177,4
9,1178,4
9,1179,5
9,1180,4
9,1181,5
9,1182,5
9,1183,5
9,1184,4
9,1185,5
9,1186,5
9,1187,5
9,1188,4
9,1189,4
9,1190,5
9,1191,4
9,1192,5
9,1193,5
9,1194,4
9,611,5
9,940,5
9,1195,4
9,1196,4
9,1197,5
9,1198,2
9,1199,5
9,1200,5
9,1201,5
9,1202,2
9,1203,3
9,50,5
9,1204,4
9,1205,5
9,1206,4
9,1207,5
9,1208,3
9,1209,5
9,1210,4
9,1211,4
9,1212,5
9,1213,4
9,1214,4
9,1215,4
9,1216,4
9,1217,4
9,1218,4
9,254,4
9,1219,5
9,1220,5
9,1221,4
9,1222,5
9,1223,4
9,1224,5
9,1225,5
9,1226,4
9,869,4
9,1227,4
9,359,5
9,1228,5
9,1229,4
9,1230,5
9,1231,5
9,1232,5
9,1233,5
9,1234,3
9,1235,5
9,1236,5
9,1237,5
9,1238,4
9,1239,5
9,1240,3
9,1241,5
9,1242,5
9,1243,4
9,1244,4
9,386,5
9,1245,5
9,1246,5
9,1247,5
9,1248,4
9,1249,5
9,1250,5
9,1251,5
9,1252,3
9,1253,4
9,1254,4
9,1255,5
9,1256,4
9,1257,4
9,1258,4
9,1259,4
9,1260,5
9,1261,4
9,1262,1
9,1263,4
9,656,5
9,1264,5
9,1265,5
9,1266,5
9,1267,4
9,1268,3
9,1269,5
9,1270,4
9,1271,4
9,1272,5
9,1273,5
9,1274,5
9,1275,5
9,1276,5
9,1277,5
9,1278,5
9,738,4
9,833,5
9,1279,5
9,1280,5
9,1281,5
9,1282,5
9,1283,4
9,1284,4
9,1285,4
9,1286,5
9,578,5
9,1287,4
9,1288,4
9,1289,4
9,1290,4
9,1291,4
9,1292,5
9,1293,5
9,1294,5
9,1295,5
9,1296,4
9,383,4
9,1297,5
9,1298,5
9,1299,4
9,1300,4
9,234,5
9,1301,5
9,899,4
9,1302,5
9,542,4
9,1303,4
9,1304,4
9,1305,5
9,1306,5
9,1307,5
9,787,4
9,1308,4
9,1309,4
9,1310,4
9,1311,4
9,1312,4
9,1313,5
9,1314,5
9,1315,4
9,1316,3
9,1317,5
9,1318,3
9,1319,5
9,1320,5
9,354,5
9,1321,4
9,1322,4
9,1323,4
9,862,5
9,1324,3
9,1325,4
9,1326,1
9,1327,3
9,1328,3
9,1329,4
9,1330,4
9,1331,4
9,1332,4
9,1333,4
9,1334,5
9,451,4
9,1335,4
9,1336,2
9,1337,4
9,1338,5
9,1339,5
9,1340,4
9,1341,4
9,1342,4
9,1343,4
9,1344,4
9,1345,5
9,350,5
9,1346,4
9,1347,5
9,1348,5
9,367,4
9,1349,5
9,1350,1
9,1351,4
9,1352,5
9,1353,4
9,1354,4
9,1355,4
9,219,4
9,1356,3
9,1357,5
9,1358,5
9,1359,3
9,1360,5
9,1361,5
9,1362,4
9,1363,5
9,1364,4
9,1365,4
9,1366,4
9,1367,4
9,1368,5
9,1369,4
9,1370,5
9,1371,5
9,1372,4
10,1373,5
10,1374,4
10,1375,5
10,1376,3
10,1377,4
10,1378,5
10,1379,4
10,1380,4
10,1381,5
10,1382,4
10,1383,4
10,1384,4
10,1385,2
10,1386,4
10,345,5
10,131,5
10,1387,5
10,1388,5
10,1389,3
10,1390,5
10,1391,4
10,1392,4
10,1393,5
10,1394,5
10,1395,2
10,1396,4
10,1397,3
10,1398,4
10,1399,4
10,1400,5
10,1401,5
10,1402,5
10,1403,2
10,1404,3
10,1405,5
10,1406,4
10,1407,2
10,1408,4
10,1409,4
10,236,5
10,1410,5
10,1411,5
10,1412,3
10,1413,3
10,1289,5
10,1414,4
10,1415,4
10,1416,4
10,1417,4
10,1418,5
10,1163,5
10,1419,5
10,1420,5
10,1421,4
10,1422,5
10,1423,5
10,1424,5
10,174,5
10,1425,4
10,1426,5
10,1427,4
10,1428,3
10,1429,5
10,1430,3
10,1431,5
10,1432,5
10,1433,5
11,1434,5
11,1435,5
11,1436,5
11,805,5
11,1202,5
11,1437,2
11,1438,5
11,1439,5
11,1440,5
11,1441,5
11,1442,5
11,1443,4
11,1444,5
11,1445,5
11,1446,5
11,1447,5
11,1448,5
11,1449,5
11,1450,5
11,1451,5
11,1452,5
11,1453,5
11,1454,5
11,1455,5
11,1456,5
11,1457,5
11,1458,5
11,1459,3
11,1460,5
11,1461,5
11,1462,5
11,1463,4
11,1464,5
11,1465,5
11,1466,5
11,1467,5
11,1468,5
11,1469,5
11,1470,5
11,1471,5
11,1472,5
11,1473,5
11,1474,5
11,469,5
12,1475,5
12,1476,1
12,1477,5
12,1478,5
12,1479,2
12,1480,4
12,1481,2
12,1482,5
12,1483,4
12,1484,5
12,1485,5
12,1486,2
12,1487,4
12,1488,3
12,1489,2
12,1490,5
12,1491,4
12,232,3
12,1036,3
12,1492,2
12,1493,5
12,1494,3
12,1495,5
12,1462,5
12,1496,3
12,1113,2
12,1497,3
12,1498,4
12,1499,5
12,1500,5
12,1501,2
12,1502,5
12,1503,3
12,1504,4
12,594,1
12,1505,4
12,1506,4
12,1507,4
12,1471,5
12,1508,2
12,1509,4
12,1510,5
12,1511,2
12,1512,2
12,1513,5
12,1514,3
12,1515,5
12,1516,3
12,1517,3
12,1518,4
12,1519,1
12,1520,5
12,1521,4
12,1398,2
12,1080,1
12,1522,4
12,1523,5
12,1524,5
12,1525,2
12,1526,5
12,1527,5
12,1528,4
12,1529,1
12,1530,5
12,1531,4
12,1532,4
12,1533,1
12,1534,2
12,1535,4
12,1536,3
12,1537,4
12,1538,3
12,1539,5
12,1540,5
12,840,5
12,1541,5
12,1542,5
12,1543,4
12,222,5
12,889,5
12,1544,5
12,1545,4
12,1546,1
12,1547,3
12,1548,4
12,1549,5
12,1550,5
12,1551,3
12,1552,5
12,1553,5
12,1554,4
12,845,5
12,1555,5
12,1556,3
12,1557,5
12,1558,5
12,1559,5
12,1560,5
12,1561,4
12,1562,5
12,1563,5
12,1564,5
12,1565,3
12,1566,5
12,1567,3
12,1568,5
12,1569,5
12,1570,5
12,1571,4
12,1572,4
12,1115,4
12,1573,3
12,1574,5
12,1575,4
12,1576,5
12,1577,5
12,882,5
12,1578,5
12,1579,2
12,1580,5
12,1581,5
12,1582,4
12,1583,3
12,1584,5
12,1585,5
12,1586,5
12,1587,5
12,1588,5
12,1589,5
12,1590,5
12,1418,3
12,1591,5
12,1592,1
12,1272,5
12,1593,5
12,1594,5
12,1163,5
13,1595,2
13,1596,4
13,526,2
13,1597,5
13,1598,5
13,1599,5
13,1600,5
13,1241,5
13,1601,4
13,1602,4
13,1603,4
13,1604,5
13,1605,5
13,1606,5
13,1607,4
13,1608,4
13,1609,5
13,1610,5
13,1611,4
13,1612,4
13,1613,4
13,1614,4
13,850,5
13,1615,4
13,1616,5
13,1617,5
14,461,5
14,1618,4
14,1619,4
14,1620,5
14,1621,2
14,1622,2
14,1623,3
14,1624,5
14,1625,4
14,1626,3
14,1627,3
14,1628,1
14,1629,4
14,1630,2
14,1631,5
14,1632,2
14,794,3
14,1633,3
14,1634,4
14,1635,4
14,1636,4
14,1637,1
14,1638,3
14,1639,4
14,1640,2
14,131,1
14,1641,1
14,1642,4
14,1643,1
14,1644,4
14,805,3
14,1645,1
14,1646,1
14,1647,4
14,1648,5
14,1649,4
14,1650,4
14,1651,3
14,1652,4
14,1653,3
14,1654,1
14,1655,1
14,1656,4
14,1657,3
14,1658,3
14,1659,4
14,1660,2
14,1661,2
14,1662,5
14,1663,3
14,1664,3
14,1665,3
14,1666,3
14,1667,4
14,1668,4
14,1669,3
14,1670,3
14,345,2
14,1225,4
14,1671,1
14,1158,2
14,1672,1
14,121,4
14,1673,1
14,1674,2
14,1675,1
14,1676,1
14,1677,3
14,886,4
14,1678,2
14,1679,1
14,1680,1
14,1254,1
14,1681,1
14,1682,4
14,1371,4
14,1683,5
14,1684,1
14,1685,1
14,1686,1
14,1687,3
14,1688,1
14,1689,4
14,1690,1
14,1691,4
14,1692,3
14,1693,5
14,1694,3
14,1695,2
14,1696,4
14,1697,4
14,1669,3
14,1698,1
14,1264,4
14,163,4
14,1699,4
14,1700,4
14,1701,3
14,233,4
14,1702,4
14,1703,5
14,1704,3
14,1705,4
14,1706,2
14,1707,3
14,1708,4
14,1709,5
14,1710,4
14,1165,5
14,1711,3
14,1712,1
14,1713,2
14,1714,1
14,1715,2
14,1716,5
14,1717,4
14,899,5
14,1718,1
14,1719,2
14,658,3
14,1720,4
14,1721,3
14,1722,4
14,1723,4
14,1724,4
14,1725,5
14,1726,5
14,1727,3
14,1728,4
14,1729,5
14,1726,5
14,1730,1
14,1731,4
14,1472,5
14,1732,5
14,1733,1
14,1734,3
14,1735,3
14,1736,3
14,1737,3
14,1738,1
14,1739,3
14,1740,2
14,1741,3
14,1742,2
14,1743,4
14,1744,2
14,1743,4
14,1745,1
14,1743,4
14,1746,3
14,1746,4
14,1747,4
14,1748,4
14,1749,2
14,1421,2
14,1750,3
14,1751,3
14,1727,4
14,1752,5
14,1753,4
14,1754,5
14,804,3
14,1755,4
14,1756,5
14,1757,2
14,1758,4
14,1759,4
14,1760,1
14,1761,5
14,1762,2
14,656,4
14,1763,5
14,1764,1
14,787,4
14,1765,5
14,1766,5
14,1767,5
14,1193,5
14,1768,5
14,1769,1
14,1770,4
14,1771,1
14,1772,4
14,1773,5
14,1774,4
14,1775,2
14,1776,4
14,1777,1
15,1778,5
15,1779,5
15,1780,4
15,1781,5
15,1782,1
15,1783,4
15,1588,5
15,1784,5
15,958,5
15,1785,4
15,1786,5
15,1787,4
15,1788,2
15,1789,3
15,1790,5
15,1569,5
15,1791,3
15,1792,2
15,1793,1
15,1794,4
15,1795,5
15,1796,5
15,1797,5
15,1798,3
15,1799,5
15,1800,5
15,1371,5
15,71,5
15,1801,5
15,1064,4
15,1802,3
15,1803,3
15,1804,4
15,952,5
15,633,5
15,1805,4
15,1806,5
15,1807,5
15,1808,5
15,1809,5
15,1810,3
15,1811,3
15,1812,2
15,1813,5
15,1814,4
15,594,4
15,1815,5
15,1816,2
15,1060,5
15,1817,4
15,1818,5
15,1819,4
15,1820,5
15,1821,4
15,1822,5
15,1823,5
15,1824,4
15,1825,3
15,1826,5
15,1241,5
15,1499,5
15,1279,3
15,1827,4
15,1828,4
15,1829,5
15,1830,4
15,1831,3
15,1832,5
15,1833,5
15,632,5
15,1834,4
15,1835,5
15,645,4
15,1836,5
15,1837,2
15,1838,5
15,1839,4
15,1840,5
15,1134,5
15,980,1
15,1283,5
15,1841,5
15,1842,3
15,1843,5
15,1844,5
15,1845,4
15,1846,5
15,1847,3
15,1848,2
15,1849,5
15,1850,5
15,1851,4
15,1852,5
15,1853,5
15,1854,4
15,480,3
15,1855,5
15,1856,2
15,1857,5
15,1858,5
15,1859,5
15,1860,2
15,1861,5
15,1862,4
15,1863,5
15,1864,5
15,1865,5
15,1866,1
15,1867,5
15,1868,5
15,1869,5
15,652,5
15,1870,1
15,1871,5
15,1872,4
15,1873,4
15,1874,2
15,1875,5
15,1876,1
15,1877,4
15,1878,5
15,980,1
15,1879,1
15,1880,4
15,1881,5
15,1882,5
15,1883,4
15,1884,5
15,1885,5
15,874,5
15,1886,5
15,1887,5
15,1888,5
15,1889,2
15,1890,5
15,1891,5
15,1892,5
15,1893,5
15,1894,5
15,1895,3
15,1896,5
15,1897,5
15,1898,5
15,1899,5
15,1900,5
15,1901,5
15,1008,5
15,1902,5
15,1903,5
15,1904,2
15,1905,3
15,1906,5
15,1907,5
15,1908,5
15,1909,4
15,1910,5
15,1911,5
15,1912,5
15,1913,2
15,1914,3
15,1915,1
15,1916,1
15,1917,5
15,1001,5
15,1918,1
15,1919,5
15,1920,3
15,1921,2
15,1922,5
15,1923,5
15,1924,4
15,1925,2
15,1926,3
15,1927,5
15,1928,3
15,1929,4
15,1930,5
15,1931,5
15,1932,4
15,1933,5
15,1934,5
15,1935,5
15,1936,3
15,1937,4
15,1938,5
15,1939,4
15,1940,4
15,1941,5
15,1942,5
15,1943,3
15,1944,5
15,1945,5
15,899,3
15,1946,5
15,294,5
15,1947,5
15,1948,4
15,606,5
15,1949,5
15,1950,5
15,1951,5
15,1952,5
15,1953,4
15,1954,5
15,1955,4
15,1956,5
15,1957,5
15,1958,4
15,1959,3
15,1960,5
15,1961,5
15,1962,4
15,1963,3
15,1964,3
15,1965,3
15,1966,2
15,1967,4
15,1968,4
15,1969,5
15,1970,2
15,1971,4
15,1972,3
15,1973,5
15,1974,5
15,1975,3
15,1122,4
15,1976,5
15,1977,4
15,1978,1
15,1979,2
15,1980,5
15,1981,4
15,1982,3
15,1983,4
15,1984,4
15,631,3
15,877,4
15,1985,5
15,1986,5
15,1987,4
15,1988,5
15,1989,5
