user1,user2,weight
22,618,1
22,619,1
22,514,1
22,620,1
22,5194,1
22,621,1
22,622,1
22,623,1
22,611,1
23,128,1
23,624,1
23,625,1
23,626,1
23,488,1
23,414,1
23,490,1
23,160,1
23,627,1
23,628,1
23,629,1
24,630,1
24,631,1
24,5195,1
24,5196,1
24,632,1
24,508,1
24,401,1
24,633,1
24,212,1
25,0,1
25,5197,1
25,404,1
25,24,1
26,404,1
26,24,1
26,615,1
26,634,1
26,635,1
26,636,1
26,5198,1
26,637,1
26,638,1
26,639,1
26,640,1
27,641,1
27,90,1
27,432,1
27,234,1
27,352,1
27,642,1
27,353,1
27,423,1
27,120,1
27,389,1
27,388,1
27,405,1
27,512,1
27,5174,1
27,396,1
27,569,1
27,282,1
27,21,1
27,354,1
27,397,1
27,400,1
27,34,1
27,630,1
27,44,1
27,544,1
27,404,1
27,24,1
27,468,1
27,28,1
27,29,1
27,548,1
27,331,1
27,643,1
27,401,1
27,31,1
27,644,1
27,398,1
27,645,1
27,646,1
28,205,1
28,463,1
28,324,1
28,217,1
28,198,1
28,330,1
28,71,1
28,647,1
28,648,1
28,5199,1
28,220,1
28,649,1
28,283,1
28,208,1
28,520,1
28,359,1
28,211,1
28,231,1
28,176,1
28,650,1
28,5200,1
28,105,1
28,511,1
28,369,1
28,384,1
28,356,1
28,432,1
28,245,1
28,651,1
28,405,1
28,642,1
28,353,1
28,652,1
28,62,1
28,365,1
28,17,1
28,19,1
28,18,1
28,423,1
28,135,1
28,396,1
28,115,1
28,386,1
28,653,1
28,654,1
28,393,1
28,655,1
28,225,1
28,590,1
28,404,1
28,351,1
28,656,1
28,644,1
28,657,1
28,212,1
28,658,1
28,27,1
28,659,1
28,579,1
28,29,1
28,660,1
28,286,1
28,661,1
28,662,1
28,120,1
28,30,1
28,617,1
28,663,1
28,401,1
28,619,1
28,403,1
28,544,1
28,430,1
28,34,1
28,664,1
28,407,1
28,643,1
28,397,1
28,357,1
28,37,1
28,665,1
28,577,1
28,61,1
28,391,1
28,36,1
28,545,1
28,483,1
28,540,1
28,39,1
28,547,1
28,666,1
28,443,1
28,59,1
28,41,1
28,667,1
28,44,1
28,40,1
28,103,1
28,668,1
28,669,1
28,221,1
28,164,1
28,224,1
28,600,1
28,554,1
28,157,1
28,670,1
29,671,1
29,393,1
29,672,1
29,350,1
29,590,1
29,404,1
29,673,1
29,632,1
29,351,1
29,24,1
29,5201,1
29,616,1
29,660,1
29,27,1
29,363,1
29,277,1
29,212,1
29,617,1
29,544,1
29,5202,1
29,674,1
29,675,1
29,510,1
29,644,1
29,662,1
29,286,1
29,630,1
29,676,1
29,397,1
29,39,1
29,403,1
29,407,1
29,677,1
30,4,1
30,221,1
30,219,1
30,206,1
30,678,1
30,173,1
30,108,1
30,122,1
30,205,1
30,103,1
30,284,1
30,679,1
30,285,1
30,210,1
30,222,1
30,231,1
30,236,1
30,680,1
30,5184,1
30,180,1
30,375,1
30,681,1
30,325,1
30,454,1
30,682,1
30,255,1
30,370,1
30,330,1
30,15,1
30,5203,1
30,79,1
30,82,1
30,262,1
30,683,1
30,214,1
30,684,1
30,685,1
30,305,1
30,291,1
30,258,1
30,308,1
30,686,1
30,687,1
30,242,1
30,100,1
30,464,1
30,279,1
30,688,1
30,268,1
30,227,1
30,529,1
30,230,1
30,283,1
30,12,1
30,71,1
30,689,1
30,176,1
30,293,1
30,690,1
30,115,1
30,338,1
30,218,1
30,280,1
30,14,1
30,106,1
30,691,1
30,359,1
30,13,1
30,692,1
30,346,1
30,235,1
30,395,1
30,693,1
30,694,1
30,274,1
30,522,1
30,240,1
30,695,1
30,696,1
30,519,1
30,105,1
30,224,1
30,432,1
30,90,1
30,382,1
30,697,1
30,698,1
30,303,1
30,183,1
30,699,1
30,5204,1
30,386,1
30,642,1
30,353,1
30,511,1
30,530,1
30,423,1
30,348,1
30,36,1
30,392,1
30,191,1
30,31,1
30,700,1
30,701,1
30,123,1
30,365,1
30,647,1
30,592,1
30,19,1
30,335,1
30,536,1
30,443,1
30,702,1
30,5187,1
30,158,1
30,703,1
30,5174,1
30,397,1
30,398,1
30,234,1
30,34,1
30,544,1
30,416,1
30,590,1
30,39,1
30,22,1
30,401,1
30,27,1
30,644,1
30,406,1
30,658,1
30,545,1
30,510,1
30,151,1
30,28,1
30,40,1
30,21,1
30,704,1
30,29,1
30,705,1
30,381,1
30,186,1
30,706,1
30,407,1
30,707,1
30,708,1
30,357,1
30,37,1
30,595,1
30,290,1
30,569,1
30,548,1
30,5169,1
30,243,1
30,709,1
30,710,1
30,363,1
30,117,1
30,5205,1
30,711,1
30,645,1
30,286,1
30,661,1
30,50,1
31,4,1
31,5,1
31,108,1
31,190,1
31,122,1
31,712,1
31,458,1
31,231,1
31,237,1
31,85,1
31,692,1
31,176,1
31,380,1
31,463,1
31,229,1
31,713,1
31,226,1
31,330,1
31,258,1
31,230,1
31,291,1
31,396,1
31,341,1
31,511,1
31,235,1
31,40,1
31,90,1
31,208,1
31,183,1
31,243,1
31,714,1
31,353,1
31,530,1
31,578,1
31,120,1
31,467,1
31,99,1
31,386,1
31,512,1
31,392,1
31,36,1
31,30,1
31,5206,1
31,327,1
31,700,1
31,365,1
31,393,1
31,698,1
31,62,1
31,582,1
31,669,1
31,391,1
31,715,1
31,21,1
31,127,1
31,282,1
31,350,1
31,655,1
31,404,1
31,306,1
31,27,1
31,398,1
31,103,1
31,658,1
31,560,1
31,544,1
31,45,1
31,18,1
31,674,1
31,401,1
31,705,1
31,407,1
31,706,1
31,290,1
31,34,1
31,405,1
31,693,1
31,526,1
31,5207,1
31,595,1
31,357,1
31,5208,1
31,61,1
31,288,1
31,369,1
31,557,1
31,716,1
31,717,1
31,266,1
31,400,1
31,375,1
31,718,1
31,719,1
31,720,1
31,246,1
31,478,1
32,646,1
32,721,1
32,705,1
32,722,1
32,501,1
32,489,1
33,68,1
33,291,1
33,86,1
33,46,1
33,723,1
33,5161,1
33,11,1
33,707,1
33,553,1
33,476,1
33,478,1
33,164,1
33,414,1
33,624,1
33,724,1
33,446,1
33,725,1
33,726,1
33,727,1
33,728,1
34,185,1
34,350,1
34,392,1
34,522,1
34,118,1
34,110,1
34,27,1
34,594,1
34,62,1
34,581,1
34,526,1
34,29,1
34,403,1
34,21,1
34,577,1
34,5209,1
34,448,1
34,716,1
34,729,1
34,407,1
34,706,1
34,339,1
34,331,1
34,37,1
34,405,1
34,406,1
34,540,1
34,545,1
34,28,1
34,730,1
34,375,1
34,44,1
34,31,1
34,731,1
34,5208,1
34,674,1
34,472,1
34,708,1
34,55,1
34,634,1
34,123,1
34,391,1
35,255,1
35,327,1
35,280,1
35,338,1
35,696,1
35,386,1
35,208,1
35,113,1
35,483,1
35,732,1
35,405,1
35,706,1
35,733,1
35,546,1
35,656,1
35,62,1
35,0,1
35,260,1
35,734,1
35,443,1
35,668,1
35,735,1
35,736,1
35,737,1
35,738,1
35,5210,1
35,739,1
35,718,1
35,497,1
35,740,1
35,741,1
35,742,1
35,743,1
35,722,1
35,744,1
35,745,1
35,372,1
35,746,1
35,514,1
36,375,1
36,747,1
36,324,1
36,291,1
36,183,1
36,374,1
36,266,1
36,96,1
36,459,1
36,84,1
36,222,1
36,305,1
36,15,1
36,239,1
36,748,1
36,330,1
36,465,1
36,749,1
36,750,1
36,262,1
36,240,1
36,89,1
36,230,1
36,281,1
36,264,1
36,226,1
36,511,1
36,279,1
36,111,1
36,11,1
36,751,1
36,334,1
36,215,1
36,327,1
36,251,1
36,225,1
36,274,1
36,696,1
36,752,1
36,14,1
36,234,1
36,245,1
36,127,1
36,5211,1
36,135,1
36,704,1
36,531,1
36,530,1
36,700,1
36,385,1
36,30,1
36,20,1
36,5212,1
36,204,1
36,31,1
36,5206,1
36,212,1
36,208,1
36,397,1
36,404,1
36,24,1
36,467,1
36,398,1
36,5213,1
36,22,1
36,185,1
36,753,1
36,729,1
36,29,1
36,357,1
36,617,1
36,754,1
36,5202,1
36,545,1
36,577,1
36,671,1
36,654,1
36,120,1
36,5214,1
36,403,1
36,402,1
36,401,1
36,755,1
36,186,1
36,62,1
36,407,1
36,363,1
36,542,1
36,28,1
36,544,1
36,5181,1
36,5215,1
36,19,1
36,756,1
36,581,1
36,540,1
36,290,1
36,370,1
36,384,1
36,585,1
36,677,1
36,5216,1
36,757,1
36,758,1
36,405,1
36,759,1
36,118,1
36,760,1
37,511,1
37,5177,1
37,286,1
37,282,1
37,385,1
37,750,1
37,655,1
37,432,1
37,712,1
37,642,1
37,699,1
37,544,1
37,578,1
37,700,1
37,47,1
37,522,1
37,21,1
37,579,1
37,698,1
37,729,1
37,350,1
37,409,1
37,654,1
37,27,1
37,5217,1
37,423,1
37,331,1
37,40,1
37,120,1
37,402,1
37,306,1
37,557,1
37,483,1
37,397,1
37,369,1
37,674,1
37,34,1
37,406,1
37,707,1
37,407,1
37,595,1
37,526,1
37,545,1
37,46,1
37,585,1
37,761,1
37,643,1
37,39,1
37,756,1
37,41,1
37,581,1
37,548,1
37,30,1
37,391,1
37,158,1
38,174,1
38,6,1
38,5185,1
38,5218,1
38,89,1
38,352,1
38,99,1
38,353,1
38,530,1
38,762,1
38,475,1
38,357,1
38,21,1
38,674,1
39,127,1
39,423,1
39,354,1
39,512,1
39,393,1
39,700,1
39,385,1
39,19,1
39,286,1
39,763,1
39,407,1
39,28,1
39,29,1
39,439,1
39,674,1
39,37,1
39,708,1
39,400,1
39,764,1
40,765,1
40,272,1
40,330,1
40,698,1
40,264,1
40,71,1
40,680,1
40,220,1
40,766,1
40,218,1
40,519,1
40,668,1
40,5177,1
40,660,1
40,31,1
40,234,1
40,767,1
40,591,1
40,768,1
40,395,1
40,5219,1
40,236,1
40,392,1
40,547,1
40,512,1
40,769,1
40,750,1
40,327,1
40,613,1
40,770,1
40,282,1
40,158,1
40,406,1
40,647,1
40,615,1
40,617,1
40,663,1
40,37,1
40,30,1
40,539,1
40,286,1
40,480,1
40,39,1
40,407,1
40,224,1
40,151,1
40,130,1
40,483,1
40,708,1
40,46,1
40,771,1
40,772,1
40,375,1
40,186,1
40,674,1
40,643,1
40,773,1
40,774,1
40,755,1
40,402,1
40,44,1
40,761,1
40,496,1
40,120,1
40,775,1
40,550,1
40,372,1
40,42,1
40,776,1
40,357,1
40,777,1
40,41,1
40,666,1
40,548,1
40,778,1
40,779,1
40,391,1
40,118,1
40,369,1
40,45,1
40,581,1
40,780,1
40,781,1
40,28,1
40,782,1
40,533,1
41,78,1
41,208,1
41,120,1
41,158,1
41,44,1
41,375,1
41,27,1
41,579,1
41,783,1
41,661,1
41,407,1
41,666,1
41,540,1
41,521,1
41,674,1
41,544,1
41,554,1
41,409,1
41,557,1
41,46,1
41,643,1
41,784,1
41,585,1
41,160,1
41,37,1
41,55,1
41,785,1
41,587,1
41,593,1
41,118,1
41,411,1
41,391,1
41,5220,1
41,423,1
41,121,1
41,545,1
41,775,1
41,704,1
41,472,1
41,28,1
41,40,1
41,786,1
41,59,1
41,667,1
41,647,1
41,286,1
41,619,1
41,548,1
41,42,1
41,717,1
41,787,1
41,243,1
41,581,1
41,788,1
41,113,1
41,761,1
41,103,1
42,101,1
42,216,1
42,214,1
42,230,1
42,46,1
42,15,1
42,62,1
42,191,1
42,412,1
42,696,1
42,99,1
42,392,1
42,613,1
42,357,1
42,525,1
42,704,1
42,234,1
42,763,1
42,615,1
42,675,1
42,778,1
42,540,1
42,666,1
42,789,1
42,40,1
42,790,1
42,41,1
42,259,1
42,483,1
42,351,1
42,647,1
42,791,1
42,64,1
42,559,1
42,792,1
42,702,1
42,793,1
42,794,1
42,795,1
42,249,1
42,5221,1
42,796,1
42,390,1
42,797,1
42,431,1
42,133,1
42,145,1
42,554,1
42,496,1
42,414,1
42,163,1
42,798,1
42,799,1
42,800,1
42,160,1
42,801,1
42,122,1
42,420,1
42,140,1
42,434,1
42,802,1
42,14,1
42,803,1
42,804,1
42,805,1
42,443,1
42,167,1
42,501,1
42,439,1
43,5,1
43,87,1
43,723,1
43,186,1
43,398,1
43,415,1
43,677,1
43,758,1
43,356,1
43,806,1
43,807,1
43,158,1
43,808,1
43,654,1
43,743,1
43,721,1
43,809,1
43,810,1
43,811,1
43,812,1
44,530,1
44,523,1
44,389,1
44,508,1
44,813,1
44,386,1
44,5222,1
44,21,1
44,158,1
44,786,1
44,675,1
44,390,1
44,527,1
44,412,1
44,652,1
44,5223,1
44,814,1
44,401,1
44,41,1
44,5224,1
44,110,1
44,655,1
44,404,1
44,632,1
44,24,1
44,405,1
44,357,1
44,398,1
44,27,1
44,5202,1
44,29,1
44,646,1
44,331,1
44,715,1
44,661,1
44,707,1
44,729,1
44,31,1
44,407,1
44,34,1
44,546,1
44,37,1
44,815,1
44,5216,1
44,409,1
44,816,1
44,776,1
44,526,1
44,39,1
44,634,1
44,817,1
44,46,1
44,718,1
44,40,1
44,595,1
44,778,1
